Advertiser_ID,Advertiser_Name,Line_Item_ID,Line_Item_Name,Line_Item_Status,Daily_Spend,Floodlight_Activity_ID,Floodlight_Name,Counting_Method,Floodlight_Status,Lookback_Window_Days,Last_Conversion_Date,Impressions_Last_24h,Clicks_Last_24h,Cookie_Consented_Count,Cookie_Unconsented_Count,GTM_Container_Link
ADV_1021,Advertiser_ADV_1021,LI_7603,Campaign_Q1_Display,ACTIVE,4974.2,FL_9016,Activity_FL_9016,Unique,ACTIVE,30,2026-01-30,37301,762,925,94,GTM-XYZ140
ADV_1034,Advertiser_ADV_1034,LI_5066,Campaign_Spring_Display,ACTIVE,4639.92,nan,Activity_FL_9050,Session,ACTIVE,30,2026-01-30,10523,912,168,29,GTM-XYZ102
ADV_1001,Advertiser_ADV_1001,LI_6249,Campaign_Spring_Display,ACTIVE,344.48,FL_9040,Activity_FL_9040,Session,ACTIVE,30,2026-01-30,36059,377,869,32,GTM-XYZ102
ADV_1017,Advertiser_ADV_1017,LI_6406,Campaign_Spring_Display,ACTIVE,4969.93,FL_9058,Activity_FL_9058,Session,ACTIVE,30,2026-01-30,43778,435,226,56,GTM-XYZ111
ADV_1023,Advertiser_ADV_1023,LI_9776,Campaign_Q1_Display,ACTIVE,1594.53,FL_9039,Activity_FL_9039,Session,ACTIVE,30,2026-01-30,34272,943,680,28,GTM-XYZ131
ADV_1003,Advertiser_ADV_1003,LI_9513,Campaign_Q2_Display,ACTIVE,4053.66,FL_9007,Activity_FL_9007,Unique,ACTIVE,30,2026-01-30,45209,916,642,39,GTM-XYZ136
ADV_1020,Advertiser_ADV_1020,LI_7659,Campaign_Q1_Display,ACTIVE,3954.66,FL_9055,Activity_FL_9055,Session,ACTIVE,30,2026-01-30,49072,72,401,91,GTM-XYZ125
ADV_1039,Advertiser_ADV_1039,LI_6745,Campaign_Spring_Display,ACTIVE,309.24,FL_9031,Activity_FL_9031,Session,ACTIVE,30,2026-01-30,15195,622,358,83,GTM-XYZ144
ADV_1050,Advertiser_ADV_1050,LI_5567,Campaign_Q2_Display,ACTIVE,691.06,FL_9028,Activity_FL_9028,Standard,ACTIVE,30,2026-01-30,2156,705,979,83,GTM-XYZ113
ADV_1042,Advertiser_ADV_1042,LI_7827,Campaign_Q1_Display,ACTIVE,2560.11,FL_9080,Activity_FL_9080,Standard,ACTIVE,30,2026-01-30,41272,170,311,33,GTM-XYZ119
ADV_1014,Advertiser_ADV_1014,LI_9503,Campaign_Q2_Display,ACTIVE,665.72,FL_9033,Activity_FL_9033,Session,ACTIVE,30,2026-01-30,20457,359,948,75,GTM-XYZ147
ADV_1048,Advertiser_ADV_1048,LI_9366,Campaign_Q2_Display,ACTIVE,1025.24,FL_9064,Activity_FL_9064,Session,ACTIVE,30,2026-01-30,43439,195,617,40,GTM-XYZ135
ADV_1035,Advertiser_ADV_1035,LI_8583,Campaign_Spring_Display,ACTIVE,1164.41,FL_9078,Activity_FL_9078,Session,ACTIVE,30,2026-01-30,18605,997,954,85,GTM-XYZ149
ADV_1040,Advertiser_ADV_1040,LI_6282,Campaign_Q2_Display,ACTIVE,2028.79,FL_9008,Activity_FL_9008,Session,ACTIVE,30,2026-01-30,41448,67,929,39,GTM-XYZ122
ADV_1019,Advertiser_ADV_1019,LI_6892,Campaign_Spring_Display,ACTIVE,3059.0,nan,Activity_FL_9002,Session,ACTIVE,30,2026-01-30,44297,491,807,34,GTM-XYZ118
ADV_1024,Advertiser_ADV_1024,LI_6446,Campaign_Spring_Display,ACTIVE,1407.0,FL_9064,Activity_FL_9064,Standard,ACTIVE,30,2026-01-30,9365,793,761,92,GTM-XYZ116
ADV_1014,Advertiser_ADV_1014,LI_5484,Campaign_Q2_Display,ACTIVE,2279.48,FL_9058,Activity_FL_9058,Standard,ACTIVE,30,2026-01-30,35054,754,340,52,GTM-XYZ133
ADV_1022,Advertiser_ADV_1022,LI_7773,Campaign_Q2_Display,ACTIVE,4686.18,FL_9070,Activity_FL_9070,Session,ACTIVE,30,2026-01-30,10108,420,755,41,GTM-XYZ148
ADV_1015,Advertiser_ADV_1015,LI_7017,Campaign_Q2_Display,ACTIVE,2627.75,FL_9021,Activity_FL_9021,Unique,ACTIVE,30,2026-01-30,46079,818,904,51,GTM-XYZ136
ADV_1026,Advertiser_ADV_1026,LI_7612,Campaign_Q2_Display,ACTIVE,1148.22,FL_9042,Activity_FL_9042,Session,ACTIVE,30,2026-01-30,1789,390,988,41,GTM-XYZ148
ADV_1037,Advertiser_ADV_1037,LI_6969,Campaign_Q1_Display,ACTIVE,2311.68,FL_9019,Activity_FL_9019,Standard,ACTIVE,30,2026-01-30,28529,929,367,25,GTM-XYZ126
ADV_1029,Advertiser_ADV_1029,LI_8363,Campaign_Spring_Display,ACTIVE,2432.54,FL_9078,Activity_FL_9078,Unique,ACTIVE,30,2026-01-30,7070,212,653,74,GTM-XYZ119
ADV_1026,Advertiser_ADV_1026,LI_8207,Campaign_Q1_Display,ACTIVE,4204.63,FL_9060,Activity_FL_9060,Unique,ACTIVE,30,2026-01-30,32193,655,195,34,GTM-XYZ146
ADV_1044,Advertiser_ADV_1044,LI_6356,Campaign_Spring_Display,ACTIVE,2161.8,FL_9017,Activity_FL_9017,Unique,ACTIVE,30,2026-01-30,20482,379,799,55,GTM-XYZ111
ADV_1011,Advertiser_ADV_1011,LI_9120,Campaign_Spring_Display,ACTIVE,1503.05,FL_9034,Activity_FL_9034,Standard,ACTIVE,30,2026-01-30,5249,301,724,73,GTM-XYZ125
ADV_1006,Advertiser_ADV_1006,LI_5478,Campaign_Q2_Display,ACTIVE,2417.01,FL_9052,Activity_FL_9052,Standard,ACTIVE,30,2026-01-30,42666,298,932,79,GTM-XYZ117
ADV_1022,Advertiser_ADV_1022,LI_7492,Campaign_Q1_Display,ACTIVE,4846.9,FL_9077,Activity_FL_9077,Unique,ACTIVE,30,2026-01-30,15947,519,323,98,GTM-XYZ112
ADV_1017,Advertiser_ADV_1017,LI_5627,Campaign_Q2_Display,ACTIVE,4992.4,FL_9061,Activity_FL_9061,Session,ACTIVE,30,2026-01-30,20455,97,0,36,GTM-XYZ130
ADV_1001,Advertiser_ADV_1001,LI_6540,Campaign_Q1_Display,ACTIVE,821.28,FL_9002,Activity_FL_9002,Standard,ACTIVE,30,2026-01-30,28038,911,444,65,GTM-XYZ115
ADV_1011,Advertiser_ADV_1011,LI_5982,Campaign_Spring_Display,ACTIVE,2662.86,FL_9029,Activity_FL_9029,Unique,ACTIVE,30,2026-01-30,11061,550,259,48,GTM-XYZ122
ADV_1044,Advertiser_ADV_1044,LI_9437,Campaign_Q2_Display,ACTIVE,2628.73,FL_9087,Activity_FL_9087,Standard,ACTIVE,30,2026-01-30,43777,347,304,31,GTM-XYZ147
ADV_1003,Advertiser_ADV_1003,LI_5877,Campaign_Spring_Display,ACTIVE,822.72,FL_9073,Activity_FL_9073,Standard,ACTIVE,30,2026-01-30,40036,388,620,69,GTM-XYZ133
ADV_1026,Advertiser_ADV_1026,LI_7465,Campaign_Q2_Display,ACTIVE,216.0,FL_9022,Activity_FL_9022,Session,ACTIVE,30,2026-01-30,38286,877,685,45,GTM-XYZ136
ADV_1032,Advertiser_ADV_1032,LI_8611,Campaign_Spring_Display,ACTIVE,296.8,FL_9040,Activity_FL_9040,Unique,ACTIVE,30,2026-01-30,4212,476,0,34,GTM-XYZ121
ADV_1017,Advertiser_ADV_1017,LI_5343,Campaign_Q2_Display,ACTIVE,915.5,FL_9017,Activity_FL_9017,Standard,ACTIVE,30,2026-01-30,36676,764,543,61,GTM-XYZ118
ADV_1004,Advertiser_ADV_1004,LI_8464,Campaign_Spring_Display,ACTIVE,4676.9,FL_9033,Activity_FL_9033,Standard,ACTIVE,30,2026-01-30,47408,642,557,19,GTM-XYZ144
ADV_1015,Advertiser_ADV_1015,LI_6476,Campaign_Q2_Display,ACTIVE,3458.85,FL_9077,Activity_FL_9077,Unique,ACTIVE,30,2026-01-30,13989,748,990,67,GTM-XYZ118
ADV_1030,Advertiser_ADV_1030,LI_7808,Campaign_Q2_Display,ACTIVE,4656.08,FL_9060,Activity_FL_9060,Unique,ACTIVE,30,2026-01-30,8294,646,586,24,GTM-XYZ130
ADV_1037,Advertiser_ADV_1037,LI_8817,Campaign_Q1_Display,ACTIVE,4061.72,FL_9061,Activity_FL_9061,Unique,ACTIVE,30,2026-01-30,21720,402,971,35,GTM-XYZ122
ADV_1011,Advertiser_ADV_1011,LI_5984,Campaign_Spring_Display,ACTIVE,3162.35,FL_9047,Activity_FL_9047,Unique,ACTIVE,30,2026-01-30,43283,313,499,35,GTM-XYZ125
ADV_1040,Advertiser_ADV_1040,LI_6731,Campaign_Q2_Display,ACTIVE,3524.48,FL_9060,Activity_FL_9060,Unique,ACTIVE,30,2026-01-30,12869,420,496,55,GTM-XYZ132
ADV_1048,Advertiser_ADV_1048,LI_8126,Campaign_Q2_Display,ACTIVE,1414.08,FL_9100,Activity_FL_9100,Standard,ACTIVE,30,2026-01-30,11969,904,335,62,GTM-XYZ107
ADV_1016,Advertiser_ADV_1016,LI_7113,Campaign_Q2_Display,ACTIVE,4297.46,FL_9070,Activity_FL_9070,Session,ACTIVE,30,2026-01-30,42182,162,614,33,GTM-XYZ119
ADV_1007,Advertiser_ADV_1007,LI_6747,Campaign_Spring_Display,ACTIVE,338.99,FL_9006,Activity_FL_9006,Standard,ACTIVE,30,2026-01-30,16636,453,350,21,GTM-XYZ106
ADV_1015,Advertiser_ADV_1015,LI_7472,Campaign_Q2_Display,ACTIVE,4337.6,FL_9042,Activity_FL_9042,Standard,ACTIVE,30,2026-01-30,32061,342,878,85,GTM-XYZ106
ADV_1039,Advertiser_ADV_1039,LI_9048,Campaign_Q1_Display,ACTIVE,3557.85,FL_9088,Activity_FL_9088,Session,ACTIVE,30,2026-01-30,30600,569,0,48,GTM-XYZ142
ADV_1017,Advertiser_ADV_1017,LI_9356,Campaign_Q2_Display,ACTIVE,1869.91,FL_9030,Activity_FL_9030,Unique,ACTIVE,30,2026-01-30,39147,953,209,97,GTM-XYZ131
ADV_1010,Advertiser_ADV_1010,LI_6817,Campaign_Q2_Display,ACTIVE,1564.46,FL_9088,Activity_FL_9088,Session,ACTIVE,30,2026-01-30,16003,327,835,54,GTM-XYZ104
ADV_1035,Advertiser_ADV_1035,LI_8977,Campaign_Q1_Display,ACTIVE,4495.49,FL_9079,Activity_FL_9079,Standard,ACTIVE,30,2026-01-30,8544,631,456,99,GTM-XYZ149
ADV_1024,Advertiser_ADV_1024,LI_8918,Campaign_Q2_Display,ACTIVE,2015.75,FL_9096,Activity_FL_9096,Unique,ACTIVE,30,2026-01-30,25988,480,840,27,GTM-XYZ144
ADV_1042,Advertiser_ADV_1042,LI_5097,Campaign_Spring_Display,ACTIVE,1572.13,FL_9079,Activity_FL_9079,Unique,ACTIVE,30,2026-01-30,48266,385,618,83,GTM-XYZ148
ADV_1014,Advertiser_ADV_1014,LI_8135,Campaign_Spring_Display,ACTIVE,1821.71,FL_9056,Activity_FL_9056,Unique,ACTIVE,30,2026-01-30,6614,383,288,43,GTM-XYZ113
ADV_1036,Advertiser_ADV_1036,LI_5630,Campaign_Q1_Display,ACTIVE,3044.06,FL_9081,Activity_FL_9081,Session,ACTIVE,30,2025-01-01,35651,319,740,21,GTM-XYZ140
ADV_1012,Advertiser_ADV_1012,LI_7942,Campaign_Q1_Display,ACTIVE,2740.85,FL_9019,Activity_FL_9019,Standard,ACTIVE,30,2026-01-30,22608,411,669,85,GTM-XYZ148
ADV_1041,Advertiser_ADV_1041,LI_5405,Campaign_Q1_Display,ACTIVE,4161.86,FL_9000,Activity_FL_9000,Unique,ACTIVE,30,2026-01-30,21040,752,172,37,GTM-XYZ101
ADV_1006,Advertiser_ADV_1006,LI_7177,Campaign_Q1_Display,ACTIVE,2059.21,FL_9045,Activity_FL_9045,Unique,ACTIVE,30,2026-01-30,1345,622,0,95,GTM-XYZ149
ADV_1011,Advertiser_ADV_1011,LI_9258,Campaign_Spring_Display,ACTIVE,3307.03,FL_9024,Activity_FL_9024,Unique,ACTIVE,30,2026-01-30,18468,527,252,80,GTM-XYZ142
ADV_1037,Advertiser_ADV_1037,LI_9638,Campaign_Spring_Display,ACTIVE,823.0,FL_9031,Activity_FL_9031,Unique,ACTIVE,30,2026-01-30,41491,927,139,61,GTM-XYZ122
ADV_1044,Advertiser_ADV_1044,LI_8906,Campaign_Q2_Display,ACTIVE,4699.46,FL_9084,Activity_FL_9084,Standard,ACTIVE,30,2026-01-30,12804,824,670,51,GTM-XYZ121
ADV_1033,Advertiser_ADV_1033,LI_8620,Campaign_Q2_Display,ACTIVE,3834.77,FL_9031,Activity_FL_9031,Standard,ACTIVE,30,2026-01-30,15754,252,913,62,GTM-XYZ126
ADV_1020,Advertiser_ADV_1020,LI_7789,Campaign_Spring_Display,ACTIVE,1623.6,FL_9087,Activity_FL_9087,Session,ACTIVE,30,2026-01-30,49270,53,0,78,GTM-XYZ127
ADV_1030,Advertiser_ADV_1030,LI_6648,Campaign_Q1_Display,ACTIVE,2443.05,FL_9005,Activity_FL_9005,Unique,ACTIVE,30,2026-01-30,9225,996,115,75,GTM-XYZ108
ADV_1046,Advertiser_ADV_1046,LI_9791,Campaign_Spring_Display,ACTIVE,437.19,FL_9030,Activity_FL_9030,Session,ACTIVE,30,2026-01-30,19359,188,795,68,GTM-XYZ115
ADV_1023,Advertiser_ADV_1023,LI_8935,Campaign_Spring_Display,ACTIVE,3748.41,FL_9045,Activity_FL_9045,Unique,ACTIVE,30,2026-01-30,34727,394,823,35,GTM-XYZ130
ADV_1036,Advertiser_ADV_1036,LI_6011,Campaign_Q1_Display,ACTIVE,1098.28,FL_9014,Activity_FL_9014,Unique,ACTIVE,30,2026-01-30,5292,933,357,20,GTM-XYZ116
ADV_1047,Advertiser_ADV_1047,LI_5371,Campaign_Q2_Display,ACTIVE,3645.86,FL_9071,Activity_FL_9071,Session,ACTIVE,30,2026-01-30,10838,747,127,86,GTM-XYZ148
ADV_1025,Advertiser_ADV_1025,LI_9441,Campaign_Q1_Display,ACTIVE,1996.83,FL_9046,Activity_FL_9046,Standard,ACTIVE,30,2026-01-30,11172,202,883,82,GTM-XYZ118
ADV_1030,Advertiser_ADV_1030,LI_9943,Campaign_Q1_Display,ACTIVE,2905.2,FL_9020,Activity_FL_9020,Standard,ACTIVE,30,2026-01-30,34539,66,465,35,GTM-XYZ125
ADV_1015,Advertiser_ADV_1015,LI_5000,Campaign_Q1_Display,ACTIVE,4041.01,FL_9015,Activity_FL_9015,Unique,ACTIVE,30,2026-01-30,35977,257,261,15,GTM-XYZ117
ADV_1041,Advertiser_ADV_1041,LI_5069,Campaign_Q1_Display,ACTIVE,2488.65,FL_9009,Activity_FL_9009,Session,ACTIVE,30,2026-01-30,18931,412,821,97,GTM-XYZ111
ADV_1007,Advertiser_ADV_1007,LI_7954,Campaign_Q2_Display,ACTIVE,4336.49,FL_9041,Activity_FL_9041,Unique,ACTIVE,30,2026-01-30,34987,484,301,41,GTM-XYZ100
ADV_1045,Advertiser_ADV_1045,LI_7814,Campaign_Spring_Display,ACTIVE,195.36,FL_9063,Activity_FL_9063,Session,ACTIVE,30,2026-01-30,40018,674,947,29,GTM-XYZ117
ADV_1030,Advertiser_ADV_1030,LI_5757,Campaign_Q2_Display,ACTIVE,2952.25,FL_9095,Activity_FL_9095,Standard,ACTIVE,30,2026-01-30,48905,452,343,42,GTM-XYZ115
ADV_1001,Advertiser_ADV_1001,LI_6508,Campaign_Q2_Display,ACTIVE,3899.22,FL_9082,Activity_FL_9082,Unique,ACTIVE,30,2026-01-30,4099,888,586,13,GTM-XYZ105
ADV_1018,Advertiser_ADV_1018,LI_5339,Campaign_Q1_Display,ACTIVE,2862.32,FL_9032,Activity_FL_9032,Unique,ACTIVE,30,2026-01-30,24289,768,960,99,GTM-XYZ114
ADV_1012,Advertiser_ADV_1012,LI_8935,Campaign_Q2_Display,ACTIVE,4578.13,FL_9030,Activity_FL_9030,Standard,ACTIVE,30,2026-01-30,12171,357,888,96,GTM-XYZ125
ADV_1042,Advertiser_ADV_1042,LI_8072,Campaign_Q1_Display,ACTIVE,4620.05,FL_9064,Activity_FL_9064,Unique,ACTIVE,30,2026-01-30,38478,195,932,80,GTM-XYZ131
ADV_1026,Advertiser_ADV_1026,LI_9804,Campaign_Spring_Display,ACTIVE,4140.28,FL_9007,Activity_FL_9007,Session,ACTIVE,30,2026-01-30,27786,978,838,38,GTM-XYZ133
ADV_1027,Advertiser_ADV_1027,LI_8899,Campaign_Q2_Display,ACTIVE,1152.69,FL_9012,Activity_FL_9012,Standard,ACTIVE,30,2025-01-01,21290,233,934,69,GTM-XYZ127
ADV_1042,Advertiser_ADV_1042,LI_7387,Campaign_Q1_Display,ACTIVE,3778.7,FL_9057,Activity_FL_9057,Unique,ACTIVE,30,2026-01-30,46076,976,532,90,GTM-XYZ121
ADV_1042,Advertiser_ADV_1042,LI_9205,Campaign_Q2_Display,ACTIVE,3733.52,FL_9003,Activity_FL_9003,Unique,ACTIVE,30,2026-01-30,8665,564,552,50,GTM-XYZ102
ADV_1023,Advertiser_ADV_1023,LI_5466,Campaign_Q1_Display,ACTIVE,573.57,FL_9093,Activity_FL_9093,Unique,ACTIVE,30,2026-01-30,21557,347,707,98,GTM-XYZ130
ADV_1019,Advertiser_ADV_1019,LI_5364,Campaign_Q2_Display,ACTIVE,3569.58,FL_9068,Activity_FL_9068,Standard,ACTIVE,30,2026-01-30,34683,449,977,29,GTM-XYZ102
ADV_1040,Advertiser_ADV_1040,LI_9638,Campaign_Q2_Display,ACTIVE,301.23,FL_9076,Activity_FL_9076,Session,ACTIVE,30,2026-01-30,32176,902,657,66,GTM-XYZ136
ADV_1021,Advertiser_ADV_1021,LI_8833,Campaign_Q2_Display,ACTIVE,554.11,FL_9100,Activity_FL_9100,Unique,ACTIVE,30,2025-01-01,32603,134,206,34,GTM-XYZ136
ADV_1002,Advertiser_ADV_1002,LI_5449,Campaign_Spring_Display,ACTIVE,4611.44,FL_9019,Activity_FL_9019,Standard,ACTIVE,30,2026-01-30,42971,297,753,73,GTM-XYZ141
ADV_1027,Advertiser_ADV_1027,LI_6182,Campaign_Q1_Display,ACTIVE,3724.83,FL_9092,Activity_FL_9092,Session,ACTIVE,30,2026-01-30,11986,112,0,57,GTM-XYZ117
ADV_1023,Advertiser_ADV_1023,LI_8942,Campaign_Q2_Display,ACTIVE,1830.49,FL_9013,Activity_FL_9013,Session,ACTIVE,30,2026-01-30,7517,352,649,56,GTM-XYZ141
ADV_1019,Advertiser_ADV_1019,LI_8574,Campaign_Q1_Display,ACTIVE,4552.29,FL_9084,Activity_FL_9084,Unique,ACTIVE,30,2026-01-30,27573,422,971,70,GTM-XYZ104
ADV_1016,Advertiser_ADV_1016,LI_7280,Campaign_Spring_Display,ACTIVE,3558.78,FL_9060,Activity_FL_9060,Session,ACTIVE,30,2026-01-30,27009,58,337,15,GTM-XYZ125
ADV_1026,Advertiser_ADV_1026,LI_8155,Campaign_Spring_Display,ACTIVE,4482.93,nan,Activity_FL_9068,Unique,ACTIVE,30,2026-01-30,34077,568,213,43,GTM-XYZ129
ADV_1044,Advertiser_ADV_1044,LI_6941,Campaign_Spring_Display,ACTIVE,3849.03,FL_9083,Activity_FL_9083,Standard,ACTIVE,30,2026-01-30,39275,489,455,56,GTM-XYZ144
ADV_1011,Advertiser_ADV_1011,LI_9929,Campaign_Q2_Display,ACTIVE,1929.87,FL_9092,Activity_FL_9092,Unique,ACTIVE,30,2026-01-30,15091,657,129,44,GTM-XYZ144
ADV_1039,Advertiser_ADV_1039,LI_9690,Campaign_Q1_Display,ACTIVE,702.42,FL_9015,Activity_FL_9015,Unique,ACTIVE,30,2026-01-30,21981,545,594,13,GTM-XYZ102
ADV_1037,Advertiser_ADV_1037,LI_9216,Campaign_Q1_Display,ACTIVE,4994.91,FL_9050,Activity_FL_9050,Unique,ACTIVE,30,2025-01-01,33328,857,240,32,GTM-XYZ113
ADV_1049,Advertiser_ADV_1049,LI_7554,Campaign_Spring_Display,ACTIVE,343.17,FL_9092,Activity_FL_9092,Session,ACTIVE,30,2026-01-30,14030,894,907,16,GTM-XYZ118
ADV_1016,Advertiser_ADV_1016,LI_5923,Campaign_Q1_Display,ACTIVE,3011.33,FL_9062,Activity_FL_9062,Session,ACTIVE,30,2026-01-30,28235,361,464,24,GTM-XYZ102
ADV_1014,Advertiser_ADV_1014,LI_5488,Campaign_Spring_Display,ACTIVE,802.69,FL_9044,Activity_FL_9044,Unique,ACTIVE,30,2026-01-30,24281,764,171,64,GTM-XYZ127
ADV_1031,Advertiser_ADV_1031,LI_9238,Campaign_Spring_Display,ACTIVE,2339.99,FL_9063,Activity_FL_9063,Session,ACTIVE,30,2026-01-30,20209,887,135,34,GTM-XYZ114
ADV_1008,Advertiser_ADV_1008,LI_9613,Campaign_Q2_Display,ACTIVE,3501.55,FL_9032,Activity_FL_9032,Standard,ACTIVE,30,2026-01-30,44675,231,0,75,GTM-XYZ119
ADV_1034,Advertiser_ADV_1034,LI_8765,Campaign_Q2_Display,ACTIVE,3857.82,FL_9018,Activity_FL_9018,Session,ACTIVE,30,2026-01-30,10977,347,515,29,GTM-XYZ101
ADV_1038,Advertiser_ADV_1038,LI_7952,Campaign_Spring_Display,ACTIVE,2911.67,FL_9089,Activity_FL_9089,Session,ACTIVE,30,2026-01-30,4905,404,822,58,GTM-XYZ104
ADV_1023,Advertiser_ADV_1023,LI_5258,Campaign_Q2_Display,ACTIVE,4133.47,FL_9047,Activity_FL_9047,Session,ACTIVE,30,2026-01-30,26584,356,795,90,GTM-XYZ131
ADV_1037,Advertiser_ADV_1037,LI_7121,Campaign_Spring_Display,ACTIVE,1488.76,nan,Activity_FL_9052,Session,ACTIVE,30,2026-01-30,35972,207,182,90,GTM-XYZ112
ADV_1025,Advertiser_ADV_1025,LI_6485,Campaign_Spring_Display,ACTIVE,4646.28,nan,Activity_FL_9031,Session,ACTIVE,30,2026-01-30,27141,602,226,22,GTM-XYZ122
ADV_1037,Advertiser_ADV_1037,LI_6476,Campaign_Q1_Display,ACTIVE,4158.55,FL_9050,Activity_FL_9050,Session,ACTIVE,30,2026-01-30,27791,825,591,92,GTM-XYZ103
ADV_1003,Advertiser_ADV_1003,LI_9548,Campaign_Q2_Display,ACTIVE,4848.95,FL_9009,Activity_FL_9009,Unique,ACTIVE,30,2026-01-30,16910,661,468,68,GTM-XYZ127
ADV_1035,Advertiser_ADV_1035,LI_8226,Campaign_Q1_Display,ACTIVE,3983.31,FL_9028,Activity_FL_9028,Unique,ACTIVE,30,2026-01-30,22653,533,245,68,GTM-XYZ118
ADV_1031,Advertiser_ADV_1031,LI_5438,Campaign_Q1_Display,ACTIVE,4567.53,FL_9080,Activity_FL_9080,Unique,ACTIVE,30,2026-01-30,30136,334,851,54,GTM-XYZ139
ADV_1026,Advertiser_ADV_1026,LI_7871,Campaign_Q2_Display,ACTIVE,712.13,FL_9071,Activity_FL_9071,Unique,ACTIVE,30,2026-01-30,9741,68,950,58,GTM-XYZ145
ADV_1049,Advertiser_ADV_1049,LI_9704,Campaign_Q2_Display,ACTIVE,296.02,FL_9077,Activity_FL_9077,Session,ACTIVE,30,2026-01-30,35755,133,300,62,GTM-XYZ122
ADV_1036,Advertiser_ADV_1036,LI_7248,Campaign_Q2_Display,ACTIVE,944.48,FL_9088,Activity_FL_9088,Unique,ACTIVE,30,2026-01-30,21582,577,471,67,GTM-XYZ112
ADV_1008,Advertiser_ADV_1008,LI_6928,Campaign_Q2_Display,ACTIVE,2158.1,FL_9063,Activity_FL_9063,Unique,ACTIVE,30,2026-01-30,41314,228,953,89,GTM-XYZ137
ADV_1034,Advertiser_ADV_1034,LI_7299,Campaign_Spring_Display,ACTIVE,2342.11,FL_9069,Activity_FL_9069,Unique,ACTIVE,30,2026-01-30,14699,965,384,84,GTM-XYZ146
ADV_1024,Advertiser_ADV_1024,LI_6157,Campaign_Q1_Display,ACTIVE,1388.85,FL_9064,Activity_FL_9064,Unique,ACTIVE,30,2026-01-30,42469,105,522,47,GTM-XYZ116
ADV_1031,Advertiser_ADV_1031,LI_9574,Campaign_Q1_Display,ACTIVE,323.58,FL_9057,Activity_FL_9057,Unique,ACTIVE,30,2026-01-30,2266,534,561,23,GTM-XYZ133
ADV_1036,Advertiser_ADV_1036,LI_9495,Campaign_Spring_Display,ACTIVE,3990.07,FL_9018,Activity_FL_9018,Standard,ACTIVE,30,2026-01-30,26079,659,102,99,GTM-XYZ109
ADV_1049,Advertiser_ADV_1049,LI_9177,Campaign_Spring_Display,ACTIVE,1349.68,FL_9066,Activity_FL_9066,Unique,ACTIVE,30,2026-01-30,31797,686,0,88,GTM-XYZ135
ADV_1038,Advertiser_ADV_1038,LI_9213,Campaign_Q2_Display,ACTIVE,696.48,nan,Activity_FL_9057,Session,ACTIVE,30,2026-01-30,29266,813,254,78,GTM-XYZ128
ADV_1046,Advertiser_ADV_1046,LI_9594,Campaign_Q1_Display,ACTIVE,643.46,FL_9003,Activity_FL_9003,Unique,ACTIVE,30,2026-01-30,26365,947,461,76,GTM-XYZ134
ADV_1050,Advertiser_ADV_1050,LI_6743,Campaign_Spring_Display,ACTIVE,4336.97,FL_9023,Activity_FL_9023,Session,ACTIVE,30,2026-01-30,21478,599,439,36,GTM-XYZ123
ADV_1006,Advertiser_ADV_1006,LI_8846,Campaign_Q1_Display,ACTIVE,207.43,FL_9064,Activity_FL_9064,Standard,ACTIVE,30,2026-01-30,47587,62,859,87,GTM-XYZ137
ADV_1041,Advertiser_ADV_1041,LI_7969,Campaign_Spring_Display,ACTIVE,4123.31,FL_9054,Activity_FL_9054,Unique,ACTIVE,30,2026-01-30,45516,155,380,97,GTM-XYZ125
ADV_1027,Advertiser_ADV_1027,LI_6363,Campaign_Q2_Display,ACTIVE,1899.32,FL_9086,Activity_FL_9086,Session,ACTIVE,30,2026-01-30,15903,828,877,50,GTM-XYZ148
ADV_1026,Advertiser_ADV_1026,LI_6318,Campaign_Q2_Display,ACTIVE,725.6,FL_9028,Activity_FL_9028,Session,ACTIVE,30,2026-01-30,31479,671,634,10,GTM-XYZ148
ADV_1037,Advertiser_ADV_1037,LI_7413,Campaign_Spring_Display,ACTIVE,2748.89,FL_9087,Activity_FL_9087,Standard,ACTIVE,30,2026-01-30,27801,952,415,14,GTM-XYZ137
ADV_1019,Advertiser_ADV_1019,LI_7361,Campaign_Q1_Display,ACTIVE,1182.81,FL_9047,Activity_FL_9047,Session,ACTIVE,30,2026-01-30,24204,953,160,57,GTM-XYZ128
ADV_1029,Advertiser_ADV_1029,LI_9198,Campaign_Q2_Display,ACTIVE,4115.78,FL_9001,Activity_FL_9001,Standard,ACTIVE,30,2025-01-01,41918,292,315,65,GTM-XYZ122
ADV_1013,Advertiser_ADV_1013,LI_5973,Campaign_Q1_Display,ACTIVE,920.72,FL_9061,Activity_FL_9061,Session,ACTIVE,30,2026-01-30,24268,281,492,65,GTM-XYZ111
ADV_1007,Advertiser_ADV_1007,LI_8891,Campaign_Q2_Display,ACTIVE,1430.3,FL_9047,Activity_FL_9047,Session,ACTIVE,30,2026-01-30,21495,404,555,57,GTM-XYZ128
ADV_1027,Advertiser_ADV_1027,LI_9674,Campaign_Q1_Display,ACTIVE,1927.33,FL_9054,Activity_FL_9054,Session,ACTIVE,30,2026-01-30,30670,161,472,15,GTM-XYZ133
ADV_1025,Advertiser_ADV_1025,LI_5438,Campaign_Q2_Display,ACTIVE,561.93,FL_9001,Activity_FL_9001,Session,ACTIVE,30,2026-01-30,31148,789,285,91,GTM-XYZ144
